clip_id,split,event_type,seed,center_frame,a_frame,b_frame,residual,boundary,flow_disagreement,track_toggle,ghost,is_true_event,candidate_score,selected,smooth_score,event_score,delta_event,accepted,matched_lifespan_delta,matched_lifespan_accepted,matched_lifespan_identity_reconnected,no_identity_delta,no_identity_accepted,no_identity_reconnected,unnormalized_delta,unnormalized_accepted,no_hysteresis_accepted,identity_reconnected
calibration_identity_confuser_00_000,calibration,identity_confuser,202,14,10,18,0.7357160411232696,0.7883800662604094,0.8147875327255762,0.8927710935481615,0.7827651038579232,True,0.8008122624864595,True,0.6334316260588718,0.07099464400053894,-0.5624369820583329,True,-0.2124369820583329,True,False,-0.2124369820583329,True,False,-338.48209618330003,True,True,True
calibration_identity_confuser_00_001,calibration,identity_confuser,219,14,10,18,0.7541154863414856,0.7560209566017728,0.7753820231120053,0.8039120765507536,0.7263661846640659,True,0.766029549134773,True,0.6361445345793246,0.07076135973361435,-0.5653831748457103,True,-0.21538317484571035,True,False,-0.21538317484571035,True,False,-339.66900490522386,True,True,True
calibration_identity_confuser_00_002,calibration,identity_confuser,236,14,10,18,0.8541397979371975,0.8785083794834632,0.767650893509512,0.8962623990454512,0.6535455718938348,True,0.8312992600555413,True,0.634832370466849,0.07068154555441379,-0.5641508249124353,True,-0.2141508249124353,True,False,-0.2141508249124353,True,False,-336.23174904584886,True,True,True
calibration_identity_confuser_00_003,calibration,identity_confuser,253,14,10,18,0.8612654946315373,0.7887857635253913,0.6961451233509299,0.864474195707818,0.7180889504440111,True,0.796445573395383,True,0.6373825182644365,0.07072884615569316,-0.5666536721087433,True,-0.21665367210874334,True,False,-0.21665367210874334,True,False,-339.85532997846605,True,True,True
calibration_identity_confuser_00_004,calibration,identity_confuser,270,14,10,18,0.7551494237507139,0.8957949101761703,0.7468991583205277,0.8818852363296956,0.6634866431170061,True,0.8048416267234664,True,0.6394063844201103,0.07107037722421701,-0.5683360071958933,True,-0.21833600719589336,True,False,-0.21833600719589336,True,False,-339.97708748579026,True,True,True
calibration_identity_confuser_00_005,calibration,identity_confuser,287,14,10,18,0.7601841363486616,0.7849759223050696,0.6392526266414011,0.9061946585988616,0.709282500029996,True,0.766307721714485,True,0.6386075916844121,0.07079815631832302,-0.5678094353660891,True,-0.217809435366089,True,False,-0.217809435366089,True,False,-341.27576302289964,True,True,True
calibration_identity_confuser_00_006,calibration,identity_confuser,304,14,10,18,0.833275731810067,0.7820083212179685,0.6699465268920284,0.870933001422801,0.7428405184616018,True,0.7862809707661349,True,0.6370787834171907,0.07089930987046386,-0.5661794735467268,True,-0.21617947354672687,True,False,-0.21617947354672687,True,False,-342.58237408399583,True,True,True
calibration_identity_confuser_00_007,calibration,identity_confuser,321,14,10,18,0.8365572453879853,0.7913454175101821,0.7164170412564881,0.8760460981839165,0.7054617030485204,True,0.7960144639174747,True,0.6357818354700115,0.0707626845519547,-0.5650191509180569,True,-0.21501915091805693,True,False,-0.21501915091805693,True,False,-340.31843613386155,True,True,True
calibration_normal_motion_00_000,calibration,normal_motion,303,14,10,18,0.20285596417822316,0.15523602693375707,0.21074187730690877,0.2867272040841859,0.2314570819682274,False,0.21216252225303672,False,0.0,0.3940938184647265,0.3940938184647265,False,0.17409381846472655,False,False,0.17409381846472655,False,False,140.94333632707597,False,False,False
calibration_normal_motion_00_001,calibration,normal_motion,320,14,10,18,0.2402452320654447,0.09417310198311248,0.14189166039502943,0.06125957435352524,0.21296251741855832,False,0.14553108220370609,False,0.0,0.39238254569733816,0.39238254569733816,False,0.17238254569733819,False,False,0.17238254569733819,False,False,140.19309218645097,False,False,False
calibration_normal_motion_00_002,calibration,normal_motion,337,14,10,18,0.2594424107849446,0.23538000155207472,0.24130811163693933,0.07578045178850552,0.2336279309625387,False,0.2104861088655977,False,0.0,0.39202917642543056,0.39202917642543056,False,0.17202917642543059,False,False,0.17202917642543059,False,False,138.4058912587166,False,False,False
calibration_normal_motion_00_003,calibration,normal_motion,354,14,10,18,0.19623463738107857,0.17267333285474892,0.21442558261758343,0.05136413106531917,0.2584676043072673,False,0.17123169572626412,False,0.0,0.392544293779494,0.392544293779494,False,0.17254429377949404,False,False,0.17254429377949404,False,False,140.39382155656816,False,False,False
calibration_normal_motion_00_004,calibration,normal_motion,371,14,10,18,0.27116052443274125,0.16556552222483018,0.22643659628543392,0.0392253567524748,0.1447856761659133,False,0.17679246988856592,False,0.0,0.3949172988008662,0.3949172988008662,False,0.1749172988008662,False,False,0.1749172988008662,False,False,142.07067092180253,False,False,False
calibration_normal_motion_00_005,calibration,normal_motion,388,14,10,18,0.30460558331852294,0.1768425048879798,0.23363723882683302,0.17442351451063537,0.1839954362498884,False,0.2203737163441082,False,0.0,0.39099895144065544,0.39099895144065544,False,0.17099895144065547,False,False,0.17099895144065547,False,False,138.25333388566972,False,False,False
calibration_normal_motion_00_006,calibration,normal_motion,405,14,10,18,0.2843290194149837,0.20697110799930926,0.19288450514070457,0.04744088941929224,0.2084459036821582,False,0.19173470113378843,False,0.0,0.39254773793943126,0.39254773793943126,False,0.17254773793943126,False,False,0.17254773793943126,False,False,139.72064955949784,False,False,False
calibration_normal_motion_00_007,calibration,normal_motion,422,14,10,18,0.21754596212099556,0.15484451922303819,0.20695612549958436,0.06021433060609681,0.2423269764216349,False,0.17076440919930816,False,0.0,0.39245724705696305,0.39245724705696305,False,0.17245724705696305,False,False,0.17245724705696305,False,False,139.0448072743416,False,False,False
calibration_distractor_motion_00_000,calibration,distractor_motion,404,14,10,18,0.4051498718998652,0.39150011296786663,0.4901230806185623,0.25479461717806656,0.3520121919322604,False,0.3833472549694848,False,0.0,0.3958714110769222,0.3958714110769222,False,0.17587141107692222,False,False,0.17587141107692222,False,False,143.82538588762284,False,False,False
calibration_distractor_motion_00_001,calibration,distractor_motion,421,14,10,18,0.4550111885113035,0.48271296213179093,0.43856709210860645,0.2225406149185871,0.2691319935643849,False,0.39356577842265084,False,0.0,0.39409461625633707,0.39409461625633707,False,0.17409461625633704,False,False,0.17409461625633704,False,False,142.31777175188066,False,False,False
calibration_distractor_motion_00_002,calibration,distractor_motion,438,14,10,18,0.40840030249556103,0.38995740710769966,0.4835514030427932,0.15871190309029148,0.350113579977271,False,0.3630534466251592,False,0.0,0.39411312907714396,0.39411312907714396,False,0.174113129077144,False,False,0.174113129077144,False,False,141.65390761613847,False,False,False
calibration_distractor_motion_00_003,calibration,distractor_motion,455,14,10,18,0.4431547837654833,0.39324349981038176,0.48664552822046736,0.19651359412635588,0.3118908697793845,False,0.37692048234126935,False,0.0,0.3952631728198209,0.3952631728198209,False,0.1752631728198209,False,False,0.1752631728198209,False,False,143.30545790910722,False,False,False
calibration_distractor_motion_00_004,calibration,distractor_motion,472,14,10,18,0.5603801010745305,0.40495653592777636,0.5012098012378314,0.2867669746621249,0.40377178847603146,False,0.4393066932781712,False,0.0,0.3954544450699197,0.3954544450699197,False,0.17545444506991975,False,False,0.17545444506991975,False,False,142.96298964738847,False,False,False
calibration_distractor_motion_00_005,calibration,distractor_motion,489,14,10,18,0.4872332451835136,0.3342602470172833,0.49610629217464774,0.14707601518312247,0.34959375670405046,False,0.3689692101921583,False,0.0,0.3958986358933824,0.3958986358933824,False,0.17589863589338245,False,False,0.17589863589338245,False,False,143.39397414445878,False,False,False
calibration_distractor_motion_00_006,calibration,distractor_motion,506,14,10,18,0.41354840330652504,0.37988151655269586,0.41799823874912573,0.16151323986067895,0.3995906242528793,False,0.3542188381120541,False,0.0,0.395164280330032,0.395164280330032,False,0.175164280330032,False,False,0.175164280330032,False,False,142.48998244524003,False,False,False
calibration_distractor_motion_00_007,calibration,distractor_motion,523,14,10,18,0.4412999520708518,0.3686018542169602,0.39858758750936013,0.20453931423879335,0.3824929927351155,False,0.3613501311950953,False,0.0,0.3948238289897782,0.3948238289897782,False,0.17482382898977822,False,False,0.17482382898977822,False,False,143.22272475481034,False,False,False
heldout_hide_reveal_01_000,heldout,hide_reveal,1000,14,10,18,0.8706404119188288,0.6992172152413332,0.7529516732920755,0.8317629485086936,0.6626792429354779,True,0.775675255443742,True,0.636630699535987,0.07084929192672053,-0.5657814076092665,True,-0.21578140760926656,True,False,-0.21578140760926656,True,False,-341.5375313639641,True,True,True
heldout_hide_reveal_01_001,heldout,hide_reveal,1017,14,10,18,0.7843094886178945,0.7908257077592225,0.614665314268042,0.9228097269548912,0.7487232633417696,True,0.7761511336730429,True,0.6358855581092273,0.0708855856194347,-0.5649999724897926,True,-0.21499997248979258,True,False,-0.21499997248979258,True,False,-339.47077320814134,True,True,True
heldout_hide_reveal_01_002,heldout,hide_reveal,1034,14,10,18,0.7747441289672882,0.7646825933617043,0.7170320280621739,0.8028409837654334,0.7453268518414496,True,0.7633639681319146,True,0.636932190252202,0.07067185492961355,-0.5662603353225885,True,-0.2162603353225886,True,False,-0.2162603353225886,True,False,-341.5791220545769,True,True,True
heldout_hide_reveal_01_003,heldout,hide_reveal,1051,14,10,18,0.9091573555823271,0.7556150937968481,0.6958969968205748,0.9044665140678384,0.7562399095998471,True,0.8118898054824613,True,0.6359505963809358,0.07083318218104802,-0.5651174141998877,True,-0.21511741419988772,True,False,-0.21511741419988772,True,False,-339.6158137202263,True,True,True
heldout_hide_reveal_01_004,heldout,hide_reveal,1068,14,10,18,0.76080851640936,0.6904841621315108,0.7495035621688183,0.9502625125653315,0.760109981527764,True,0.778787382734824,True,0.6370581268776223,0.07098734991717702,-0.5660707769604453,True,-0.2160707769604453,True,False,-0.2160707769604453,True,False,-342.44748162031175,True,True,True
heldout_hide_reveal_01_005,heldout,hide_reveal,1085,14,10,18,0.7883925695672199,0.6930338828723316,0.6909531804561132,0.8669518033984597,0.671577233845392,True,0.7490953332653416,True,0.6380801503027864,0.07086677861424506,-0.5672133716885414,True,-0.21721337168854143,True,False,-0.21721337168854143,True,False,-341.92746781110765,True,True,True
heldout_hide_reveal_01_006,heldout,hide_reveal,1102,14,10,18,0.8428617355274785,0.7596417439062326,0.7884710490488591,0.8353819510906934,0.6725384940638395,True,0.7926503192927221,True,0.6340395905249481,0.07079659316803939,-0.5632429973569086,True,-0.21324299735690877,True,False,-0.21324299735690877,True,False,-340.3026223063469,True,True,True
heldout_hide_reveal_01_007,heldout,hide_reveal,1119,14,10,18,0.8239810251802747,0.770226488582097,0.6695460222768517,0.8243013851675651,0.7185110704195249,True,0.7691724669714288,True,0.6344499542795443,0.07065529680593195,-0.5637946574736123,True,-0.21379465747361237,True,False,-0.21379465747361237,True,False,-340.44312142133714,True,True,True
heldout_boundary_occlusion_01_000,heldout,boundary_occlusion,1101,14,10,18,0.7705525047558106,0.7544689606500481,0.6950788319474347,0.8547412745411015,0.7078720256489568,True,0.7620065902140676,True,0.6367233679810221,0.07075647466387781,-0.5659668933171443,True,-0.21596689331714436,True,False,-0.21596689331714436,True,False,-342.3185620188713,True,True,True
heldout_boundary_occlusion_01_001,heldout,boundary_occlusion,1118,14,10,18,0.7516187532878745,0.6868802890592346,0.6719192634480404,0.9082546585237617,0.7857900983062895,True,0.7542385548117666,True,0.6367181098840731,0.07065831575735654,-0.5660597941267165,True,-0.21605979412671655,True,False,-0.21605979412671655,True,False,-342.15815209150315,True,True,True
heldout_boundary_occlusion_01_002,heldout,boundary_occlusion,1135,14,10,18,0.8385283076512667,0.7287696528747908,0.7463969607043163,0.8159540368745248,0.7035840501663,True,0.7746530946639126,True,0.6383888854869109,0.070846292089468,-0.5675425933974428,True,-0.21754259339744283,True,False,-0.21754259339744283,True,False,-342.0565447688103,True,True,True
heldout_boundary_occlusion_01_003,heldout,boundary_occlusion,1152,14,10,18,0.7858918897922241,0.7536236296264028,0.688048321216504,0.8476432449417545,0.7448205759331001,True,0.7664992506796184,True,0.6367549108719444,0.07076539391507919,-0.5659895169568652,True,-0.21598951695686525,True,False,-0.21598951695686525,True,False,-340.41723107099534,True,True,True
heldout_boundary_occlusion_01_004,heldout,boundary_occlusion,1169,14,10,18,0.896702256148166,0.8581246577668349,0.6313028601250142,0.8549632598359242,0.7259198387537547,True,0.8085519363463134,True,0.6363100813117422,0.07079137187978397,-0.5655187094319581,True,-0.21551870943195828,True,False,-0.21551870943195828,True,False,-339.8362545847893,True,True,True
heldout_boundary_occlusion_01_005,heldout,boundary_occlusion,1186,14,10,18,0.8213502278412955,0.7737179285405452,0.7141644487809545,0.8801442146678742,0.733042230305071,True,0.790932994815733,True,0.6401473984270989,0.07088940050673945,-0.5692579979203595,True,-0.21925799792035952,True,False,-0.21925799792035952,True,False,-343.6138424754143,True,True,True
heldout_boundary_occlusion_01_006,heldout,boundary_occlusion,1203,14,10,18,0.8709252609638491,0.7699068035726584,0.7476813625869645,0.8538520137002601,0.7357768289649824,True,0.8040923742880701,True,0.6382870089278366,0.07088232202265687,-0.5674046869051798,True,-0.21740468690517978,True,False,-0.21740468690517978,True,False,-339.1160588145256,True,True,True
heldout_boundary_occlusion_01_007,heldout,boundary_occlusion,1220,14,10,18,0.808458623558548,0.8410902380679066,0.7464807906336921,0.8541992833582346,0.7483305865558281,True,0.8073562888605818,True,0.6356449001838926,0.07097957787060709,-0.5646653223132856,True,-0.2146653223132856,True,False,-0.2146653223132856,True,False,-340.4290070414543,True,True,True
heldout_identity_confuser_01_000,heldout,identity_confuser,1202,14,10,18,0.8303646156089269,0.8139072987909148,0.6869617781484156,0.9111569770949463,0.7217761052370483,True,0.8028693401723377,True,0.6370836666201467,0.07062663263153562,-0.566457033988611,True,-0.21645703398861116,True,False,-0.21645703398861116,True,False,-340.1658558726311,True,True,True
heldout_identity_confuser_01_001,heldout,identity_confuser,1219,14,10,18,0.7234443957395227,0.7625021470110626,0.7592742604473922,0.8548938065901246,0.7422367635127566,True,0.7685439254464254,True,0.6357280322049594,0.07046747037566874,-0.5652605618292907,True,-0.2152605618292907,True,False,-0.2152605618292907,True,False,-343.09140824079515,True,True,True
heldout_identity_confuser_01_002,heldout,identity_confuser,1236,14,10,18,0.8089119310177951,0.7636206235508951,0.7517165788633409,0.8068624795688503,0.7006562408809959,True,0.7749145744167104,True,0.6385707230009452,0.0709095276056185,-0.5676611953953267,True,-0.21766119539532677,True,False,-0.21766119539532677,True,False,-341.6481785655022,True,True,True
heldout_identity_confuser_01_003,heldout,identity_confuser,1253,14,10,18,0.784176469453398,0.7488736199716676,0.7132980173613206,0.8522582032100325,0.7047719791343436,True,0.7668509643839713,True,0.6348782390702972,0.07095276925262438,-0.5639254698176728,True,-0.21392546981767285,True,False,-0.21392546981767285,True,False,-338.9644589304924,True,True,True
heldout_identity_confuser_01_004,heldout,identity_confuser,1270,14,10,18,0.9308885726878783,0.7252718248578789,0.6158146601351645,0.8541670404951921,0.6528886509728704,True,0.7733253046097976,True,0.637004069370787,0.07099243509583963,-0.5660116342749474,True,-0.2160116342749474,True,False,-0.2160116342749474,True,False,-340.99582718610765,True,True,True
heldout_identity_confuser_01_005,heldout,identity_confuser,1287,14,10,18,0.8472949726651622,0.7907925246570972,0.701546068385323,0.7692377336623062,0.6950904941875109,True,0.7731876841588419,True,0.638875729193946,0.07088936675467852,-0.5679863624392675,True,-0.21798636243926742,True,False,-0.21798636243926742,True,False,-340.10507439374925,True,True,True
heldout_identity_confuser_01_006,heldout,identity_confuser,1304,14,10,18,0.7842030049722225,0.7527264461725646,0.628711321441995,0.9495301329387827,0.750363183824982,True,0.7749169720448505,True,0.636779690947517,0.07103157569991526,-0.5657481152476017,True,-0.21574811524760168,True,False,-0.21574811524760168,True,False,-340.1193413615227,True,True,True
heldout_identity_confuser_01_007,heldout,identity_confuser,1321,14,10,18,0.7399237615434615,0.7526218500058053,0.7199607867531709,0.9666926691723943,0.7471833009066235,True,0.785185424163092,True,0.6374099692179398,0.07059507729913868,-0.5668148919188011,True,-0.2168148919188012,True,False,-0.2168148919188012,True,False,-342.81801842451097,True,True,True
heldout_normal_motion_01_000,heldout,normal_motion,1303,14,10,18,0.19968188407922097,0.1314354699695234,0.25310721263019126,0.06817295630795023,0.15662512977597576,False,0.16269788527741197,False,0.0,0.39251491772830843,0.39251491772830843,False,0.1725149177283084,False,False,0.1725149177283084,False,False,139.79299147844316,False,False,False
heldout_normal_motion_01_001,heldout,normal_motion,1320,14,10,18,0.22803855682914573,0.2390541188064732,0.34277035634787345,0.05361079360105418,0.1490673919201845,False,0.21095613809070873,False,0.0,0.3906381592824519,0.3906381592824519,False,0.1706381592824519,False,False,0.1706381592824519,False,False,137.80631240129472,False,False,False
heldout_normal_motion_01_002,heldout,normal_motion,1337,14,10,18,0.24413823687139236,0.1803196018243374,0.1270530782370271,0.07026987136588908,0.25278843468387036,False,0.17085789306290272,False,0.0,0.39333691062632037,0.39333691062632037,False,0.1733369106263204,False,False,0.1733369106263204,False,False,140.58158095598222,False,False,False
heldout_normal_motion_01_003,heldout,normal_motion,1354,14,10,18,0.20136278888320072,0.18156302173511696,0.16629658693416266,0.12675223540063643,0.1671468744361976,False,0.171055904565159,False,0.0,0.3939208806904069,0.3939208806904069,False,0.17392088069040695,False,False,0.17392088069040695,False,False,141.41648085832597,False,False,False
heldout_normal_motion_01_004,heldout,normal_motion,1371,14,10,18,0.2655560407648094,0.1718235550783802,0.19241806387312427,0.04634876521145095,0.14100727900887153,False,0.1711989926785996,False,0.0,0.3926676306635461,0.3926676306635461,False,0.17266763066354612,False,False,0.17266763066354612,False,False,139.6426618885994,False,False,False
heldout_normal_motion_01_005,heldout,normal_motion,1388,14,10,18,0.24078991531811847,0.269435593853484,0.22721388296569794,0.11313318906728823,0.1323094207160934,False,0.2088567337711072,False,0.0,0.39386334475002366,0.39386334475002366,False,0.17386334475002363,False,False,0.17386334475002363,False,False,141.00275405168534,False,False,False
heldout_normal_motion_01_006,heldout,normal_motion,1405,14,10,18,0.26221343429510047,0.14796943255012318,0.18961480082188165,0.13901915898041606,0.22118612513364896,False,0.19039112118513035,False,0.0,0.39263913656327,0.39263913656327,False,0.17263913656327,False,False,0.17263913656327,False,False,139.49452956438066,False,False,False
heldout_normal_motion_01_007,heldout,normal_motion,1422,14,10,18,0.13933977488093308,0.22473409042300416,0.18727323002035845,0.1538501164045708,0.1926795143497966,False,0.17851108704594984,False,0.0,0.3939388382571685,0.3939388382571685,False,0.17393883825716855,False,False,0.17393883825716855,False,False,140.86716445207597,False,False,False
heldout_distractor_motion_01_000,heldout,distractor_motion,1404,14,10,18,0.37765249991977295,0.3959238938605288,0.5224407293411758,0.13806592538280318,0.30401023155214046,False,0.3558964525450853,False,0.0,0.3945208397061892,0.3945208397061892,False,0.1745208397061892,False,False,0.1745208397061892,False,False,142.73183425188066,False,False,False
heldout_distractor_motion_01_001,heldout,distractor_motion,1421,14,10,18,0.38852999599670496,0.39103570693758316,0.4352178364000643,0.24640710633747914,0.46345824308059214,False,0.37756223858914,False,0.0,0.39362300748723483,0.39362300748723483,False,0.17362300748723486,False,False,0.17362300748723486,False,False,141.50453933000566,False,False,False
heldout_distractor_motion_01_002,heldout,distractor_motion,1438,14,10,18,0.4177427860993632,0.3145957277092673,0.40294132617531564,0.15950760797045702,0.3477013022740294,False,0.33034454550871506,False,0.0,0.39495864589421753,0.39495864589421753,False,0.17495864589421756,False,False,0.17495864589421756,False,False,142.35216506242753,False,False,False
heldout_distractor_motion_01_003,heldout,distractor_motion,1455,14,10,18,0.4954670966845998,0.42317110467442626,0.513421358029205,0.258452632920219,0.3897736240887826,False,0.42301171093851964,False,0.0,0.3946559875523751,0.3946559875523751,False,0.1746559875523751,False,False,0.1746559875523751,False,False,142.43935378313066,False,False,False
heldout_distractor_motion_01_004,heldout,distractor_motion,1472,14,10,18,0.5015610069199179,0.3310837548835338,0.42355232837525386,0.17099650241007025,0.30811795561144995,False,0.3578827521690727,False,0.0,0.39311228713982777,0.39311228713982777,False,0.1731122871398278,False,False,0.1731122871398278,False,False,141.09870131731034,False,False,False
heldout_distractor_motion_01_005,heldout,distractor_motion,1489,14,10,18,0.465279977011195,0.2666819683396277,0.5018210351620663,0.16122879793301986,0.3379044601169926,False,0.34939089896842224,False,0.0,0.39546685788094316,0.39546685788094316,False,0.17546685788094316,False,False,0.17546685788094316,False,False,143.7890699696541,False,False,False
heldout_distractor_motion_01_006,heldout,distractor_motion,1506,14,10,18,0.3028764582692446,0.36931584352609087,0.47125897803671085,0.1776286085965137,0.4599220562707436,False,0.3438177984025531,False,0.0,0.3951871809996817,0.3951871809996817,False,0.1751871809996817,False,False,0.1751871809996817,False,False,142.86481459856034,False,False,False
heldout_distractor_motion_01_007,heldout,distractor_motion,1523,14,10,18,0.5121056701514174,0.32395084851919814,0.5102925040280071,0.15438562350307805,0.4124150565034659,False,0.3831912608242175,False,0.0,0.3937959487825046,0.3937959487825046,False,0.17379594878250465,False,False,0.17379594878250465,False,False,141.8329695057869,False,False,False
calibration_hide_reveal_02_000,calibration,hide_reveal,2000,14,10,18,0.8688960637372375,0.7576699696506561,0.6957082173214999,0.8347059165403041,0.743145820455113,True,0.7870389171648456,True,0.6367685910057314,0.07091619078034486,-0.5658524002253865,True,-0.21585240022538651,True,False,-0.21585240022538651,True,False,-338.87056683301927,True,True,True
calibration_hide_reveal_02_001,calibration,hide_reveal,2017,14,10,18,0.8613936594174963,0.7503090163034223,0.792109069839172,0.8437773996230962,0.7124033999576249,True,0.8013433028184458,True,0.6385829591071335,0.07082957946023632,-0.5677533796468972,True,-0.21775337964689712,True,False,-0.21775337964689712,True,False,-341.20687054395677,True,True,True
calibration_hide_reveal_02_002,calibration,hide_reveal,2034,14,10,18,0.7947889780294805,0.7436190705074208,0.7203521802263729,0.8462668029225971,0.8053360393604806,True,0.7784594127000674,True,0.6342441378407228,0.0708527693335696,-0.5633913685071532,True,-0.21339136850715318,True,False,-0.21339136850715318,True,False,-339.3953671336174,True,True,True
calibration_hide_reveal_02_003,calibration,hide_reveal,2051,14,10,18,0.8581704532127665,0.7879021293656242,0.7174519654021598,0.8572270763152529,0.6877119503481615,True,0.7952251490228963,True,0.6384013433716431,0.07083065988821316,-0.56757068348343,True,-0.21757068348342992,True,False,-0.21757068348342992,True,False,-341.8139691233635,True,True,True
