area,bbox_xyxy,mean_score,peak_score,component_score,scene,camera,image_name,frame_idx,depth_source,mask_source,flow_source,local_component_rank,depth_edge_mean,temporal_depth_mean,confidence_edge_mean,low_confidence_mean,occlusion_gate_mean,mask_boundary_mean,flow_valid_boundary_mean,flow_mag_boundary_mean,dynamic_boundary_mean,static_delta_boundary_mean,flicker_boundary_mean,component_id
83,"[304, 160, 400, 256]",0.976912260055542,1.0,0.9815298080444337,cut_roasted_beef,cam00,cam00_0062,62,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0062.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0062.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0062.npz,2,0.18464840948581696,0.5087292790412903,0.33076995611190796,0.46884748339653015,0.3689141869544983,0.02890305034816265,0.03311041742563248,0.8268384337425232,0.6567376255989075,0.7320705652236938,0.047319769859313965,cut_roasted_beef_depth_011_cam00_0062
83,"[320, 160, 416, 256]",0.976912260055542,1.0,0.9815298080444337,cut_roasted_beef,cam00,cam00_0062,62,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0062.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0062.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0062.npz,3,0.18464840948581696,0.5087292790412903,0.33076995611190796,0.46884748339653015,0.3689141869544983,0.02890305034816265,0.03311041742563248,0.8268384337425232,0.6567376255989075,0.7320705652236938,0.047319769859313965,cut_roasted_beef_depth_012_cam00_0062
23,"[272, 128, 368, 224]",0.9767139554023743,1.0,0.9813711643218994,cut_roasted_beef,cam00,cam00_0251,251,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0251.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0251.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0251.npz,0,0.15576259791851044,0.27938976883888245,0.3114094138145447,0.47815394401550293,0.3912028968334198,0.06096016615629196,0.07192499935626984,0.349605530500412,0.661636471748352,0.7436801791191101,0.06521421670913696,cut_roasted_beef_depth_013_cam00_0251
22,"[384, 128, 480, 224]",0.9765641689300537,1.0,0.9812513351440431,cut_roasted_beef,cam00,cam00_0251,251,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0251.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0251.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0251.npz,1,0.15576259791851044,0.27938976883888245,0.3114094138145447,0.47815394401550293,0.3912028968334198,0.06096016615629196,0.07192499935626984,0.349605530500412,0.661636471748352,0.7436801791191101,0.06521421670913696,cut_roasted_beef_depth_014_cam00_0251
41,"[384, 160, 480, 256]",0.9761695861816406,1.0,0.9809356689453126,cut_roasted_beef,cam00,cam00_0050,50,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0050.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0050.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0050.npz,1,0.1799466460943222,0.30506789684295654,0.31038182973861694,0.46917542815208435,0.379940003156662,0.04615851491689682,0.05421729013323784,0.8304214477539062,0.6529445648193359,0.7279303073883057,0.05887690559029579,cut_roasted_beef_depth_015_cam00_0050
11,"[416, 160, 512, 256]",0.9757742285728455,1.0,0.9806193828582763,cut_roasted_beef,cam00,cam00_0009,9,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0009.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0009.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0009.npz,0,0.18843203783035278,0.3637225925922394,0.3105657398700714,0.46271923184394836,0.36203810572624207,0.016143810003995895,0.02786433696746826,0.8909439444541931,0.6594306826591492,0.733844518661499,0.054876696318387985,cut_roasted_beef_depth_016_cam00_0009
50,"[288, 144, 384, 240]",0.975598931312561,1.0,0.980479145050049,cut_roasted_beef,cam00,cam00_0221,221,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0221.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0221.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0221.npz,0,0.1808856725692749,0.36138296127319336,0.2855304181575775,0.4067383110523224,0.38089558482170105,0.04162435978651047,0.043296221643686295,0.6715859770774841,0.663320004940033,0.7561097145080566,0.059183269739151,cut_roasted_beef_depth_017_cam00_0221
38,"[288, 160, 384, 256]",0.9755489826202393,1.0,0.9804391860961914,cut_roasted_beef,cam00,cam00_0052,52,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0052.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0052.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0052.npz,0,0.17410947382450104,0.37893038988113403,0.28957992792129517,0.4637349247932434,0.3748793601989746,0.0384148545563221,0.05446529760956764,0.658867597579956,0.6543946862220764,0.7300077080726624,0.0510515496134758,cut_roasted_beef_depth_018_cam00_0052
70,"[320, 160, 416, 256]",0.9753866791725159,1.0,0.9803093433380128,cut_roasted_beef,cam00,cam00_0050,50,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0050.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0050.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0050.npz,2,0.1799466460943222,0.30506789684295654,0.31038182973861694,0.46917542815208435,0.379940003156662,0.04615851491689682,0.05421729013323784,0.8304214477539062,0.6529445648193359,0.7279303073883057,0.05887690559029579,cut_roasted_beef_depth_019_cam00_0050
70,"[336, 160, 432, 256]",0.9753866791725159,1.0,0.9803093433380128,cut_roasted_beef,cam00,cam00_0050,50,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0050.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0050.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0050.npz,3,0.1799466460943222,0.30506789684295654,0.31038182973861694,0.46917542815208435,0.379940003156662,0.04615851491689682,0.05421729013323784,0.8304214477539062,0.6529445648193359,0.7279303073883057,0.05887690559029579,cut_roasted_beef_depth_020_cam00_0050
64,"[400, 160, 496, 256]",0.9752479791641235,1.0,0.9801983833312988,cut_roasted_beef,cam00,cam00_0251,251,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0251.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0251.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0251.npz,2,0.15576259791851044,0.27938976883888245,0.3114094138145447,0.47815394401550293,0.3912028968334198,0.06096016615629196,0.07192499935626984,0.349605530500412,0.661636471748352,0.7436801791191101,0.06521421670913696,cut_roasted_beef_depth_021_cam00_0251
14,"[368, 128, 464, 224]",0.9751782417297363,1.0,0.9801425933837891,cut_roasted_beef,cam00,cam00_0244,244,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0244.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0244.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0244.npz,0,0.1825493425130844,0.5490965843200684,0.2900136709213257,0.4067942500114441,0.3816573917865753,0.048101723194122314,0.05424646660685539,0.4009459316730499,0.6609945893287659,0.7460960745811462,0.06045248359441757,cut_roasted_beef_depth_022_cam00_0244
52,"[112, 384, 208, 480]",0.9749443531036377,1.0,0.9799554824829102,cut_roasted_beef,cam00,cam00_0157,157,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0157.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0157.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0157.npz,0,0.15291285514831543,0.3839440643787384,0.2592258155345917,0.5040874481201172,0.39824870228767395,0.06895475089550018,0.07529789954423904,0.38030296564102173,0.6628969311714172,0.7463353276252747,0.06901602447032928,cut_roasted_beef_depth_023_cam00_0157
15,"[272, 144, 368, 240]",0.97478848695755,1.0,0.9798307895660401,cut_roasted_beef,cam00,cam00_0296,296,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0296.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0296.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0296.npz,0,0.17736493051052094,0.40231072902679443,0.2892516851425171,0.39574959874153137,0.38859736919403076,0.04553411900997162,0.061765462160110474,0.49546000361442566,0.6697186231613159,0.7420375347137451,0.062071822583675385,cut_roasted_beef_depth_024_cam00_0296
39,"[112, 304, 208, 400]",0.9745252728462219,1.0,0.9796202182769775,cut_roasted_beef,cam00,cam00_0157,157,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0157.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0157.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0157.npz,1,0.15291285514831543,0.3839440643787384,0.2592258155345917,0.5040874481201172,0.39824870228767395,0.06895475089550018,0.07529789954423904,0.38030296564102173,0.6628969311714172,0.7463353276252747,0.06901602447032928,cut_roasted_beef_depth_025_cam00_0157
43,"[400, 128, 496, 224]",0.9742141366004944,1.0,0.9793713092803955,cut_roasted_beef,cam00,cam00_0258,258,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0258.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0258.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0258.npz,1,0.1879161149263382,0.30346664786338806,0.2971084713935852,0.4858786463737488,0.39661023020744324,0.06646300852298737,0.06987383961677551,0.41701096296310425,0.6629232168197632,0.745357871055603,0.06711074709892273,cut_roasted_beef_depth_026_cam00_0258
10,"[256, 192, 352, 288]",0.9740495681762695,1.0,0.9792396545410156,cut_roasted_beef,cam00,cam00_0268,268,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0268.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0268.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0268.npz,0,0.1859503537416458,0.38833311200141907,0.31008052825927734,0.49714577198028564,0.38779494166374207,0.048632752150297165,0.0564931184053421,0.4457651972770691,0.6672443747520447,0.7482901811599731,0.05683741346001625,cut_roasted_beef_depth_027_cam00_0268
82,"[368, 144, 464, 240]",0.9739466309547424,1.0,0.979157304763794,cut_roasted_beef,cam00,cam00_0221,221,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0221.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0221.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0221.npz,1,0.1808856725692749,0.36138296127319336,0.2855304181575775,0.4067383110523224,0.38089558482170105,0.04162435978651047,0.043296221643686295,0.6715859770774841,0.663320004940033,0.7561097145080566,0.059183269739151,cut_roasted_beef_depth_028_cam00_0221
48,"[304, 144, 400, 240]",0.973789393901825,1.0,0.9790315151214599,cut_roasted_beef,cam00,cam00_0098,98,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0098.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0098.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0098.npz,2,0.15652143955230713,0.40434056520462036,0.3083626329898834,0.4578188955783844,0.3847945034503937,0.04372512549161911,0.0628158450126648,0.610844612121582,0.6637256145477295,0.7415823340415955,0.06086679920554161,cut_roasted_beef_depth_029_cam00_0098
48,"[320, 144, 416, 240]",0.973789393901825,1.0,0.9790315151214599,cut_roasted_beef,cam00,cam00_0098,98,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0098.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0098.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0098.npz,3,0.15652143955230713,0.40434056520462036,0.3083626329898834,0.4578188955783844,0.3847945034503937,0.04372512549161911,0.0628158450126648,0.610844612121582,0.6637256145477295,0.7415823340415955,0.06086679920554161,cut_roasted_beef_depth_030_cam00_0098
23,"[288, 128, 384, 224]",0.973244845867157,1.0,0.9785958766937257,cut_roasted_beef,cam00,cam00_0244,244,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0244.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0244.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0244.npz,1,0.1825493425130844,0.5490965843200684,0.2900136709213257,0.4067942500114441,0.3816573917865753,0.048101723194122314,0.05424646660685539,0.4009459316730499,0.6609945893287659,0.7460960745811462,0.06045248359441757,cut_roasted_beef_depth_031_cam00_0244
23,"[304, 128, 400, 224]",0.973244845867157,1.0,0.9785958766937257,cut_roasted_beef,cam00,cam00_0244,244,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0244.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0244.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0244.npz,2,0.1825493425130844,0.5490965843200684,0.2900136709213257,0.4067942500114441,0.3816573917865753,0.048101723194122314,0.05424646660685539,0.4009459316730499,0.6609945893287659,0.7460960745811462,0.06045248359441757,cut_roasted_beef_depth_032_cam00_0244
23,"[320, 128, 416, 224]",0.973244845867157,1.0,0.9785958766937257,cut_roasted_beef,cam00,cam00_0244,244,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0244.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0244.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0244.npz,3,0.1825493425130844,0.5490965843200684,0.2900136709213257,0.4067942500114441,0.3816573917865753,0.048101723194122314,0.05424646660685539,0.4009459316730499,0.6609945893287659,0.7460960745811462,0.06045248359441757,cut_roasted_beef_depth_033_cam00_0244
84,"[304, 144, 400, 240]",0.9731490612030029,1.0,0.9785192489624024,cut_roasted_beef,cam00,cam00_0221,221,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0221.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0221.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0221.npz,2,0.1808856725692749,0.36138296127319336,0.2855304181575775,0.4067383110523224,0.38089558482170105,0.04162435978651047,0.043296221643686295,0.6715859770774841,0.663320004940033,0.7561097145080566,0.059183269739151,cut_roasted_beef_depth_034_cam00_0221
17,"[400, 144, 496, 240]",0.9723963737487793,1.0,0.9779170989990236,cut_roasted_beef,cam00,cam00_0251,251,/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full/depth_npz/cut_roasted_beef/cam00_0251.npz,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/motion_priors/masks/cam00_0251.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/cut_roasted_beef/flow/cam00_0251.npz,3,0.15576259791851044,0.27938976883888245,0.3114094138145447,0.47815394401550293,0.3912028968334198,0.06096016615629196,0.07192499935626984,0.349605530500412,0.661636471748352,0.7436801791191101,0.06521421670913696,cut_roasted_beef_depth_035_cam00_0251
